"sep=#"
Timestamp#Gadget#ScreenW (px)#ScreenH (px)#ScreenW (cm)#ScreenH (cm)#System_keyboard#Keyboard type#Interaction style#Orientation#Time presented in task#Source text hidden in task#Cursor manipulation allowed#Phrase repetition allowed#Test session name#Corpus filepath#Username#Source phrase ID#P: Source phrase text#|P|: Source phrase length#T: Transcribed phrase text#|T|: Transcribed phrase length#IS: Input stream#|IS|: Input stream length#C#INF#F#IF#IFc#IFe#Time#KSPC: Keystrokes per character#KSPS: Keystrokes per second#CPS: Characters per second#WPM: Words per minute#WPMadjusted#TER: Total error rate#CER: Corrected error rate#NCER: Not corrected error rate#CBRER: Corrected-But-Right error rate#CAWER: Corrected-And-Wrong error rate#CE: Correction Efficiency#PC: Participant Conscientiousness#UB: Utilized Bandwidth#WB: Wasted Bandwidth#
2022-01-17 09:14:20.020#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#typewise#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#247#we missed your birthday#23#we missed your birthday#23#we missed yohr<<ur birthday#27#23#0#2#2#1#1#17,72#1,174#1,467#1,24#14,90#14,90#8,00%#8,00%#0,00%#4,00%#4,00%#1,000#1,00#85,19%#14,81%
2022-01-17 09:14:44.044#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#typewise#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#479#do not lie in court or else#27#do not lie in court or else#27#do not lie inl< court or else#29#27#0#1#1#0#1#18,13#1,074#1,545#1,43#17,21#17,21#3,57%#3,57%#0,00%#0,00%#3,57%#1,000#1,00#93,10%#6,90%
2022-01-17 09:15:04.004#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#typewise#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#367#companies announce a merger#27#companies announce a merger#27#compq<aa<nies announce a merger#31#27#0#2#2#0#2#15,18#1,148#1,977#1,71#20,56#20,56#6,90%#6,90%#0,00%#0,00%#6,90%#1,000#1,00#87,10%#12,90%
2022-01-17 09:15:19.019#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#typewise#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#37#the force is with you#21#the force is with you#21#r<the force is with you#23#21#0#1#1#0#1#12,66#1,095#1,738#1,58#18,96#18,96#4,55%#4,55%#0,00%#0,00%#4,55%#1,000#1,00#91,30%#8,70%
2022-01-17 09:22:19.019#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#costum#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#33#the power of denial#19#the power of denial#19#the power of denial#19#19#0#0#0#0#0#21,74#1,000#0,828#0,83#9,94#9,94#0,00%#0,00%#0,00%#0,00%#0,00%#NaN#NaN#100,00%#0,00%
2022-01-17 09:23:45.045#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#costum#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#420#the chancellor was very boring#30#the chancellor was very boring #31#the ca<hancellor was very boriag<<ng #37#30#1#3#3#1#2#47,39#1,194#0,760#0,63#7,60#7,37#11,76%#8,82%#2,94%#2,94%#5,88%#1,000#0,75#81,08%#18,92%
2022-01-17 09:25:03.003#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#costum#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#95#the second largest country#26#the second largest country#26#the second largest cu<ountry#28#26#0#1#1#0#1#22,80#1,077#1,184#1,10#13,16#13,16#3,70%#3,70%#0,00%#0,00%#3,70%#1,000#1,00#92,86%#7,14%
2022-01-17 09:25:53.053#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#costum#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#315#traveling requires a lot of fuel#32#traveling reuires a lot of fuel#31#traveling reuires a lot oy<f fuel#33#31#1#1#1#0#1#39,86#1,063#0,803#0,75#9,03#8,76#6,06%#3,03%#3,03%#0,00%#3,03%#1,000#0,50#91,18%#8,82%
2022-01-17 09:26:41.041#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#costum#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#414#our life expectancy has increased#33#our life expectancy has encreased#33#our life ee<x <pectancy has encreased#37#32#1#2#2#0#2#41,43#1,121#0,869#0,77#9,27#9,00#8,57%#5,71%#2,86%#0,00%#5,71%#1,000#0,67#86,49%#13,51%
2022-01-17 09:27:18.018#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#costum#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#151#she wears too much makeup#25#she wears too much makeup#25#she wears too much make <up#27#25#0#1#1#0#1#27,53#1,080#0,944#0,87#10,46#10,46#3,85%#3,85%#0,00%#0,00%#3,85%#1,000#1,00#92,59%#7,41%
2022-01-17 09:27:32.032#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#costum#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#166#peek out the window#19#peek out te#11#peek u<out te#13#11#8#1#1#0#1#9,20#1,105#1,304#1,09#13,04#7,82#45,00%#5,00%#40,00%#0,00%#5,00%#1,000#0,11#52,38%#47,62%
2022-01-17 09:28:14.014#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#costum#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#138#a duck quacks to ask for food#29#a duck quacks to ask for food#29#a duck quacks to ask for food#29#29#0#0#0#0#0#30,39#1,000#0,921#0,92#11,06#11,06#0,00%#0,00%#0,00%#0,00%#0,00%#NaN#NaN#100,00%#0,00%
2022-01-17 09:29:06.006#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#costum#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#359#he underwent triple bypass surgery#34#he wnderwent triplt bypass surgery#34#he wnderwent tripp<lt bypasss< surg<gery#40#32#2#3#3#1#2#45,20#1,176#0,863#0,73#8,76#8,29#13,51%#8,11%#5,41%#2,70%#5,41%#1,000#0,60#80,00%#20,00%
2022-01-17 09:29:49.049#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#costum#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#254#a glance in the right direction#31#a glance in the right direction#31#a glance in the right direction#31#31#0#0#0#0#0#39,44#1,000#0,761#0,76#9,13#9,13#0,00%#0,00%#0,00%#0,00%#0,00%#NaN#NaN#100,00%#0,00%
2022-01-17 09:30:22.022#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#costum#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#167#be home before midnight#23#be home before midhnight #25#be home before mi <dhnight #27#23#2#1#1#0#1#26,93#1,080#0,966#0,89#10,70#9,87#11,54%#3,85%#7,69%#0,00%#3,85%#1,000#0,33#85,19%#14,81%
2022-01-17 09:30:51.051#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#costum#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#90#round robin scheduling#22#round robin scheduding#22#round robin scn<heduding#24#21#1#1#1#0#1#23,63#1,091#0,973#0,89#10,66#10,20#8,70%#4,35%#4,35%#0,00%#4,35%#1,000#0,50#87,50%#12,50%
2022-01-17 09:31:42.042#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#costum#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#271#this equation is too complicated#32#the equation is too complicated#31#the eqw<uo<ation is too cu<omplicated#37#30#2#3#3#0#3#38,92#1,188#0,925#0,77#9,25#8,72#14,29%#8,57%#5,71%#0,00%#8,57%#1,000#0,60#78,95%#21,05%
2022-01-17 09:32:21.021#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#costum#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#319#never mix religion and politics#31#never mix religion and politics#31#never mix religion and politics#31#31#0#0#0#0#0#33,99#1,000#0,883#0,88#10,59#10,59#0,00%#0,00%#0,00%#0,00%#0,00%#NaN#NaN#100,00%#0,00%
2022-01-17 09:32:55.055#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#costum#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#163#i watched blazing saddles#25#i watched blazing saddles#25#i watched blazing saddles#25#25#0#0#0#0#0#27,53#1,000#0,872#0,87#10,46#10,46#0,00%#0,00%#0,00%#0,00%#0,00%#NaN#NaN#100,00%#0,00%
2022-01-17 09:33:26.026#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#costum#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#357#these barracks are big enough#29#theese barracks are big enough#30#theese barracks are big enough#30#29#1#0#0#0#0#26,95#1,000#1,076#1,08#12,91#12,48#3,33%#0,00%#3,33%#0,00%#0,00%#NaN#0,00#96,67%#3,33%
2022-01-17 09:34:07.007#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#costum#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#238#consequences of a wrong turn#28#consequences of a wrong turn#28#coaseq<<<<nsequo<ences of a wrong twr<<urn#42#28#0#7#7#4#3#35,14#1,500#1,167#0,77#9,22#9,22#20,00%#20,00%#0,00%#11,43%#8,57%#1,000#1,00#66,67%#33,33%
2022-01-17 09:34:36.036#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#costum#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#476#tell a lie and your nose will grow#34#teld a lie and your nose will grow#34#teld a lie and your nose willw< grow#36#33#1#1#1#0#1#23,55#1,059#1,486#1,40#16,81#16,33#5,71%#2,86%#2,86%#0,00%#2,86%#1,000#0,50#91,67%#8,33%
2022-01-17 09:34:57.057#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#costum#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#85#a quarter of a century#22#a quarter of a century#22#a qo<uarter of a cet<ntury#26#22#0#2#2#0#2#16,48#1,182#1,517#1,27#15,29#15,29#8,33%#8,33%#0,00%#0,00%#8,33%#1,000#1,00#84,62%#15,38%
2022-01-17 09:35:44.044#HUAWEI-ANE-LX2#1080#2004#6,30#11,78#Hexagonal Keyboard#costum#One-handed#Portrait#true#false#false#false#Antonio#MacKenzie500_assetFile#Antonio#44#valium in the economy size#26#valium in the economy size#26#vs<aa<lium in tn<he econu<omy size#34#26#0#4#4#0#4#39,55#1,308#0,834#0,63#7,58#7,58#13,33%#13,33%#0,00%#0,00%#13,33%#1,000#1,00#76,47%#23,53%
